name,URI,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_info,artist_name,artist_pop,album,track_pop,playlistname,mood,language,category,dc0,dc1,dc2,dc3
Bedard,spotify:track:0y5mjFLVjvySl0qproBCAn,0.652,0.813,8,-5.276,0.049,0.637,0.0,0.449,0.569,130.018,243408,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1UAzmnFgjizIDvtHvnCdEq'}, 'followers': {'href': None, 'total': 496246}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1UAzmnFgjizIDvtHvnCdEq', 'id': '1UAzmnFgjizIDvtHvnCdEq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb365ac49b19983beffdd7dcff', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174365ac49b19983beffdd7dcff', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178365ac49b19983beffdd7dcff', 'width': 160}], 'name': 'Stebin Ben', 'popularity': 63, 'type': 'artist', 'uri': 'spotify:artist:1UAzmnFgjizIDvtHvnCdEq'}",Stebin Ben,63,Bedard,37,Sad Hindi Melodies,Sad,hi,0,5.481022586304387,43.29490193563077,20.27777174117384,41.55080290765143
Tu Bhi Sataya Jayega,spotify:track:7Hi1FAuRxHaG9BFJNi2awE,0.655,0.612,4,-6.113,0.0462,0.738,0.0,0.177,0.531,107.073,267757,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5wJ1H6ud777odtZl5gG507'}, 'followers': {'href': None, 'total': 512782}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/5wJ1H6ud777odtZl5gG507', 'id': '5wJ1H6ud777odtZl5gG507', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6403561cc5a2dcf800cc814a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746403561cc5a2dcf800cc814a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786403561cc5a2dcf800cc814a', 'width': 160}], 'name': 'Vishal Mishra', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:5wJ1H6ud777odtZl5gG507'}",Vishal Mishra,65,Tu Bhi Sataya Jayega,49,Sad Hindi Melodies,Sad,hi,2,28.139781375682112,20.33951402226951,2.8202471214955755,64.46241761963837
"Chal Wahin Chalein (From ""Saina"")",spotify:track:6jtHDGoTaJV7NGkhu6GaTN,0.414,0.435,8,-9.87,0.0462,0.829,1.81e-05,0.0925,0.135,139.96,310395,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6'}, 'followers': {'href': None, 'total': 1511591}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/76fuWYgIf3TVIopTs3vaJ6', 'id': '76fuWYgIf3TVIopTs3vaJ6', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5eb61850849f7489c055b96b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745eb61850849f7489c055b96b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785eb61850849f7489c055b96b', 'width': 160}], 'name': 'Amaal Mallik', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:76fuWYgIf3TVIopTs3vaJ6'}",Amaal Mallik,66,"Chal Wahin Chalein (From ""Saina"")",31,Sad Hindi Melodies,Sad,hi,0,5.582728180545055,53.246625483865884,30.33909747594199,31.691961249495566
Tum Bewafa Ho (feat. Arjun Bijlani & Nia Sharma),spotify:track:4wIPUdVDOAXVBm1Y6UcLGN,0.367,0.418,7,-6.964,0.0345,0.719,0.0,0.128,0.258,151.311,251423,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6FtZhorjCMfkaVJ7kKdmq7'}, 'followers': {'href': None, 'total': 567867}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6FtZhorjCMfkaVJ7kKdmq7', 'id': '6FtZhorjCMfkaVJ7kKdmq7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebad471d68dd2bb62e7d0ebb49', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ad471d68dd2bb62e7d0ebb49', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ad471d68dd2bb62e7d0ebb49', 'width': 160}], 'name': 'Payal Dev', 'popularity': 63, 'type': 'artist', 'uri': 'spotify:artist:6FtZhorjCMfkaVJ7kKdmq7'}",Payal Dev,63,Tum Bewafa Ho (feat. Arjun Bijlani & Nia Sharma),42,Sad Hindi Melodies,Sad,hi,0,16.12802171040872,64.53907180998773,41.5226064576001,20.222660939562942
Bepannah Si Mohabbat,spotify:track:0O1CRst1dlR0cSQTJ0cHH1,0.524,0.688,8,-9.402,0.0307,0.136,4.35e-05,0.311,0.558,145.919,216986,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5tJx4B5oBr1LJkkHI8GFYX'}, 'followers': {'href': None, 'total': 191276}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/5tJx4B5oBr1LJkkHI8GFYX', 'id': '5tJx4B5oBr1LJkkHI8GFYX', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb29caa865351cbda6a179e74', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b29caa865351cbda6a179e74', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b29caa865351cbda6a179e74', 'width': 160}], 'name': 'Rahul Jain', 'popularity': 53, 'type': 'artist', 'uri': 'spotify:artist:5tJx4B5oBr1LJkkHI8GFYX'}",Rahul Jain,53,Bepannah Si Mohabbat,0,Sad Hindi Melodies,Sad,hi,0,10.982449347457784,59.179403921953686,36.22470340744739,25.710236870830133
"Jaane De (From ""Koi Jaane Na"")",spotify:track:4Cuvy0btQFNGgdEiviUkj4,0.645,0.437,1,-8.03,0.0355,0.227,0.0,0.173,0.269,95.965,215082,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3dN9MQpjIyNxyeRfz4EDZe'}, 'followers': {'href': None, 'total': 173763}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/3dN9MQpjIyNxyeRfz4EDZe', 'id': '3dN9MQpjIyNxyeRfz4EDZe', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf5307f741767ab8da198a0b9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f5307f741767ab8da198a0b9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f5307f741767ab8da198a0b9', 'width': 160}], 'name': 'Rochak Kohli', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:3dN9MQpjIyNxyeRfz4EDZe'}",Rochak Kohli,67,"Jaane De (From ""Koi Jaane Na"")",35,Sad Hindi Melodies,Sad,hi,1,39.244049140749716,9.221245834712455,13.898088905743597,75.56810292184124
Bedardi Se Pyaar Ka,spotify:track:2B5hlXEiWAqZ9U6GwuyBSk,0.664,0.637,2,-4.338,0.0508,0.549,0.0,0.277,0.403,93.137,255186,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1tqysapcCh1lWEAc9dIFpa'}, 'followers': {'href': None, 'total': 3855970}, 'genres': ['desi pop', 'filmi', 'hare krishna', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1tqysapcCh1lWEAc9dIFpa', 'id': '1tqysapcCh1lWEAc9dIFpa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1a9d9cfc59b01338c0786953', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741a9d9cfc59b01338c0786953', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781a9d9cfc59b01338c0786953', 'width': 160}], 'name': 'Jubin Nautiyal', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:1tqysapcCh1lWEAc9dIFpa'}",Jubin Nautiyal,73,Bedardi Se Pyaar Ka,52,Sad Hindi Melodies,Sad,hi,1,42.14585712238897,7.05357476098677,16.8301213582102,78.43943005176129
Dil Nahin Todna,spotify:track:3irCTgxeFy6nwKbHqPUPVV,0.656,0.399,2,-6.617,0.0283,0.758,0.0,0.172,0.238,142.098,237052,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7C5xVXoqim1TICnCMZ9A6P'}, 'followers': {'href': None, 'total': 6817}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/7C5xVXoqim1TICnCMZ9A6P', 'id': '7C5xVXoqim1TICnCMZ9A6P', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7c29888b054b670e404a211b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747c29888b054b670e404a211b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787c29888b054b670e404a211b', 'width': 160}], 'name': 'Zahrah S Khan', 'popularity': 60, 'type': 'artist', 'uri': 'spotify:artist:7C5xVXoqim1TICnCMZ9A6P'}",Zahrah S Khan,60,Sardar Ka Grandson,30,Sad Hindi Melodies,Sad,hi,0,6.941213457149271,55.33024476726011,32.30968108014764,29.437913906763512
Rula Ke Gaya Ishq,spotify:track:68cy4S3cwPZdMGuIH9izml,0.409,0.484,3,-7.828,0.0314,0.769,0.000138,0.0877,0.272,153.651,247013,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1UAzmnFgjizIDvtHvnCdEq'}, 'followers': {'href': None, 'total': 496246}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1UAzmnFgjizIDvtHvnCdEq', 'id': '1UAzmnFgjizIDvtHvnCdEq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb365ac49b19983beffdd7dcff', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174365ac49b19983beffdd7dcff', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178365ac49b19983beffdd7dcff', 'width': 160}], 'name': 'Stebin Ben', 'popularity': 63, 'type': 'artist', 'uri': 'spotify:artist:1UAzmnFgjizIDvtHvnCdEq'}",Stebin Ben,63,Rula Ke Gaya Ishq,61,Sad Hindi Melodies,Sad,hi,3,18.48201843751149,66.87905376325511,43.87519052877823,17.896267019708574
Main Jis Din Bhulaa Du,spotify:track:6X3FjTFOKsj7FQk2rd0gPv,0.406,0.67,8,-7.18,0.149,0.57,0.0,0.169,0.526,83.023,300001,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3dN9MQpjIyNxyeRfz4EDZe'}, 'followers': {'href': None, 'total': 173763}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/3dN9MQpjIyNxyeRfz4EDZe', 'id': '3dN9MQpjIyNxyeRfz4EDZe', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf5307f741767ab8da198a0b9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f5307f741767ab8da198a0b9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f5307f741767ab8da198a0b9', 'width': 160}], 'name': 'Rochak Kohli', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:3dN9MQpjIyNxyeRfz4EDZe'}",Rochak Kohli,67,Main Jis Din Bhulaa Du,55,Sad Hindi Melodies,Sad,hi,1,52.17288080464641,3.7650907367055115,26.77849003445965,88.5037736303971
Gale Lagana Hai,spotify:track:020ke4VCuCZ71be4WbUbzy,0.38,0.322,9,-9.49,0.0379,0.758,1.86e-05,0.111,0.19,179.961,269667,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0NZtn1Kyq08alpHCTRf3dv'}, 'followers': {'href': None, 'total': 3882521}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/0NZtn1Kyq08alpHCTRf3dv', 'id': '0NZtn1Kyq08alpHCTRf3dv', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc7de06128909ed21121bdba2', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c7de06128909ed21121bdba2', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c7de06128909ed21121bdba2', 'width': 160}], 'name': 'Tony Kakkar', 'popularity': 61, 'type': 'artist', 'uri': 'spotify:artist:0NZtn1Kyq08alpHCTRf3dv'}",Tony Kakkar,61,Gale Lagana Hai,33,Sad Hindi Melodies,Sad,hi,3,44.838207634475964,93.21164009483226,70.22513066984267,8.781332484386112
Woh Chaand Kahan Se Laogi,spotify:track:5LrLEdTTE5eGsVnwJNByII,0.473,0.349,8,-8.44,0.0381,0.823,0.0,0.102,0.385,143.374,280690,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5wJ1H6ud777odtZl5gG507'}, 'followers': {'href': None, 'total': 512782}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/5wJ1H6ud777odtZl5gG507', 'id': '5wJ1H6ud777odtZl5gG507', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6403561cc5a2dcf800cc814a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746403561cc5a2dcf800cc814a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786403561cc5a2dcf800cc814a', 'width': 160}], 'name': 'Vishal Mishra', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:5wJ1H6ud777odtZl5gG507'}",Vishal Mishra,65,Woh Chaand Kahan Se Laogi,47,Sad Hindi Melodies,Sad,hi,0,8.318909444234983,56.61103332584154,33.63005569039347,28.188346852066427
"Shukriya (Rendition) (From ""Sadak 2"")",spotify:track:15gS3AvoWjgwLGcZ0aKn34,0.313,0.329,11,-11.058,0.0372,0.408,2.26e-06,0.0972,0.13,139.809,294857,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2kkQthS9OLpK4UqNWYqoVl'}, 'followers': {'href': None, 'total': 659451}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/2kkQthS9OLpK4UqNWYqoVl', 'id': '2kkQthS9OLpK4UqNWYqoVl', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4071f043160cd787e6a483ce', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744071f043160cd787e6a483ce', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784071f043160cd787e6a483ce', 'width': 160}], 'name': 'Jeet Gannguli', 'popularity': 60, 'type': 'artist', 'uri': 'spotify:artist:2kkQthS9OLpK4UqNWYqoVl'}",Jeet Gannguli,60,"Shukriya (Rendition) [From ""Sadak 2""]",36,Sad Hindi Melodies,Sad,hi,0,6.146466119516685,53.16438890481048,30.33431802247714,31.965584098726055
Mujhe Peene Do,spotify:track:3FbZoPzEaUBOD84l1FwFEH,0.268,0.334,3,-8.877,0.0332,0.759,0.0,0.117,0.175,55.832,196071,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2GoeZ0qOTt6kjsWW4eA6LS'}, 'followers': {'href': None, 'total': 5807458}, 'genres': ['desi pop', 'gujarati pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/2GoeZ0qOTt6kjsWW4eA6LS', 'id': '2GoeZ0qOTt6kjsWW4eA6LS', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdeacc5d117ec61f6388af7de', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174deacc5d117ec61f6388af7de', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178deacc5d117ec61f6388af7de', 'width': 160}], 'name': 'Darshan Raval', 'popularity': 69, 'type': 'artist', 'uri': 'spotify:artist:2GoeZ0qOTt6kjsWW4eA6LS'}",Darshan Raval,69,Mujhe Peene Do,61,Sad Hindi Melodies,Sad,hi,1,79.3872732944658,30.986004154634557,54.011901343253804,115.7096472149712
Dil Ko Maine Di Kasam,spotify:track:47r6o4Yv3nXAsWjVp7TK4z,0.533,0.595,7,-8.386,0.0371,0.699,0.0,0.178,0.636,149.9,267587,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/76fuWYgIf3TVIopTs3vaJ6'}, 'followers': {'href': None, 'total': 1511591}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/76fuWYgIf3TVIopTs3vaJ6', 'id': '76fuWYgIf3TVIopTs3vaJ6', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5eb61850849f7489c055b96b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745eb61850849f7489c055b96b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785eb61850849f7489c055b96b', 'width': 160}], 'name': 'Amaal Mallik', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:76fuWYgIf3TVIopTs3vaJ6'}",Amaal Mallik,66,Dil Ko Maine Di Kasam,48,Sad Hindi Melodies,Sad,hi,0,14.770211829854007,63.13355355176661,40.14204021857243,21.665438372477933
Naam,spotify:track:4z2ZcW2uzBufnF2BHZs2YW,0.41,0.555,4,-4.204,0.0401,0.807,0.0,0.609,0.418,151.986,256232,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0T1CMVkqffHlqEk4BcAph1'}, 'followers': {'href': None, 'total': 4475735}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/0T1CMVkqffHlqEk4BcAph1', 'id': '0T1CMVkqffHlqEk4BcAph1', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb90499e6446916def99909236', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517490499e6446916def99909236', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17890499e6446916def99909236', 'width': 160}], 'name': 'Tulsi Kumar', 'popularity': 69, 'type': 'artist', 'uri': 'spotify:artist:0T1CMVkqffHlqEk4BcAph1'}",Tulsi Kumar,69,Naam,51,Sad Hindi Melodies,Sad,hi,0,17.039547956457003,65.28950420863458,42.27086966115087,19.762722571877944
"Faaslon Mein (From ""Baaghi 3"")",spotify:track:6Ir5Iot0WCEJUr45rMUFwx,0.524,0.505,4,-5.749,0.0315,0.668,0.0,0.0999,0.14,116.93,281028,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6WOdPJmexxFINcKMkP2jMG'}, 'followers': {'href': None, 'total': 313252}, 'genres': ['desi pop', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/6WOdPJmexxFINcKMkP2jMG', 'id': '6WOdPJmexxFINcKMkP2jMG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb8162865f9d33a22dfac8791', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b8162865f9d33a22dfac8791', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b8162865f9d33a22dfac8791', 'width': 160}], 'name': 'Sachet Tandon', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:6WOdPJmexxFINcKMkP2jMG'}",Sachet Tandon,68,"Faaslon Mein (From ""Baaghi 3"")",41,Sad Hindi Melodies,Sad,hi,2,18.31986594401893,30.202520368539343,7.2285370294351114,54.61619960473411
"Mehrama (From ""Love Aaj Kal"")",spotify:track:3QOkeMwt2pRmjwgB217fqF,0.549,0.634,7,-8.827,0.0342,0.861,0.00838,0.0953,0.36,107.946,249416,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'followers': {'href': None, 'total': 4713541}, 'genres': ['desi pop', 'filmi', 'indian instrumental', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebcb6926f44f620555ba444fca', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174cb6926f44f620555ba444fca', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178cb6926f44f620555ba444fca', 'width': 160}], 'name': 'Pritam', 'popularity': 82, 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}",Pritam,82,"Mehrama (From ""Love Aaj Kal"")",58,Sad Hindi Melodies,Sad,hi,2,27.311882159256335,21.22512681353879,2.86369962631688,63.60513947546303
Yeh Dooriyan,spotify:track:6L4QbsQrP9ZiZdz9SfOSGV,0.615,0.566,7,-7.841,0.0304,0.696,0.053,0.0964,0.309,109.986,241636,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU'}, 'followers': {'href': None, 'total': 4713541}, 'genres': ['desi pop', 'filmi', 'indian instrumental', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU', 'id': '1wRPtKGflJrBx9BmLsSwlU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebcb6926f44f620555ba444fca', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174cb6926f44f620555ba444fca', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178cb6926f44f620555ba444fca', 'width': 160}], 'name': 'Pritam', 'popularity': 82, 'type': 'artist', 'uri': 'spotify:artist:1wRPtKGflJrBx9BmLsSwlU'}",Pritam,82,Love Aaj Kal (Original Motion Picture Soundtrack),54,Sad Hindi Melodies,Sad,hi,2,25.22476746574922,23.217969610127902,1.2343543790815616,61.545936029405766
"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",spotify:track:2U0BLmYoSESYOdwMxW2yA9,0.285,0.238,5,-9.623,0.0375,0.663,9.23e-06,0.0793,0.213,179.918,340672,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/09UmIX92EUH9hAK4bxvHx6'}, 'followers': {'href': None, 'total': 4041763}, 'genres': ['desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/09UmIX92EUH9hAK4bxvHx6', 'id': '09UmIX92EUH9hAK4bxvHx6', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb632872204269d4b950c97731', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174632872204269d4b950c97731', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178632872204269d4b950c97731', 'width': 160}], 'name': 'Mithoon', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:09UmIX92EUH9hAK4bxvHx6'}",Mithoon,66,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",59,Sad Hindi Melodies,Sad,hi,3,44.80323290284989,93.17198528589262,70.18792871484675,8.778690749346234
Intezaar - Acoustic,spotify:track:7sbvL2acOWrJmO86sQvC4Y,0.51,0.324,6,-8.493,0.0371,0.626,3.13e-06,0.114,0.268,111.136,183513,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/09UmIX92EUH9hAK4bxvHx6'}, 'followers': {'href': None, 'total': 4041763}, 'genres': ['desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/09UmIX92EUH9hAK4bxvHx6', 'id': '09UmIX92EUH9hAK4bxvHx6', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb632872204269d4b950c97731', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174632872204269d4b950c97731', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178632872204269d4b950c97731', 'width': 160}], 'name': 'Mithoon', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:09UmIX92EUH9hAK4bxvHx6'}",Mithoon,66,Intezaar (Acoustic),40,Sad Hindi Melodies,Sad,hi,2,24.10802636554129,24.39033871232574,2.3024081818062156,60.40793573385634
"Dua Karo (From ""Street Dancer 3D"")",spotify:track:5zEx8v8GJKoTx55zGeq8me,0.463,0.828,0,-4.605,0.0857,0.124,0.0,0.141,0.335,170.081,269382,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw'}, 'followers': {'href': None, 'total': 50583302}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4YRxDV8wJFPHPTeXepOstw', 'id': '4YRxDV8wJFPHPTeXepOstw', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb2b70762d89a9d76c772b3b6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b2b70762d89a9d76c772b3b6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b2b70762d89a9d76c772b3b6', 'width': 160}], 'name': 'Arijit Singh', 'popularity': 83, 'type': 'artist', 'uri': 'spotify:artist:4YRxDV8wJFPHPTeXepOstw'}",Arijit Singh,83,"Dua Karo (From ""Street Dancer 3D"")",49,Sad Hindi Melodies,Sad,hi,3,34.97467708565405,83.3532647206627,60.32522625556521,2.9344547582089344
"Ek Tukda Dhoop (From ""Thappad"")",spotify:track:50Emj7dvfU5NTCQsS7ECJ7,0.522,0.421,0,-7.976,0.0275,0.73,8.16e-05,0.19,0.203,107.926,325822,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3qpyErDI4i90q5EGgSRmNK'}, 'followers': {'href': None, 'total': 35224}, 'genres': ['indian indie', 'indian singer-songwriter'], 'href': 'https://api.spotify.com/v1/artists/3qpyErDI4i90q5EGgSRmNK', 'id': '3qpyErDI4i90q5EGgSRmNK', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf16aafe18e9e1761a79eb406', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f16aafe18e9e1761a79eb406', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f16aafe18e9e1761a79eb406', 'width': 160}], 'name': 'Raghav Chaitanya', 'popularity': 44, 'type': 'artist', 'uri': 'spotify:artist:3qpyErDI4i90q5EGgSRmNK'}",Raghav Chaitanya,44,"Ek Tukda Dhoop (From ""Thappad"")",50,Sad Hindi Melodies,Sad,hi,2,27.29068848592933,21.164788732522965,2.3410468566554337,63.608364963826865
