name,URI,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_info,artist_name,artist_pop,album,track_pop,playlistname,mood,language,category,dc0,dc1,dc2,dc3
Saami Saami,spotify:track:4ZUxhQNRCzlh6alqBHPNRC,0.807,0.773,5,-6.885,0.278,0.359,0.00217,0.303,0.867,139.816,223961,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2oLVeyUyYNFELwC93iZWGG'}, 'followers': {'href': None, 'total': 7581}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/2oLVeyUyYNFELwC93iZWGG', 'id': '2oLVeyUyYNFELwC93iZWGG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e18f5e67cb35929c38ac2c42', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e18f5e67cb35929c38ac2c42', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e18f5e67cb35929c38ac2c42', 'width': 64}], 'name': 'Mounika Yadav', 'popularity': 47, 'type': 'artist', 'uri': 'spotify:artist:2oLVeyUyYNFELwC93iZWGG'}",Mounika Yadav,47,Pushpa - The Rise,66,Telugu Romance,Romance,te,0,4.6415340134056375,53.04535094006573,30.023997877940523,31.71491713331096
Kalaavathi,spotify:track:0hNPo5brQ2MLlrdVKZfHK9,0.392,0.574,5,-5.744,0.0336,0.627,0.0,0.532,0.446,65.528,242322,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2FgHPfRprDaylrSRVf1UlN'}, 'followers': {'href': None, 'total': 3960733}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/2FgHPfRprDaylrSRVf1UlN', 'id': '2FgHPfRprDaylrSRVf1UlN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd8ee48716280f5ad1b1c06d7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d8ee48716280f5ad1b1c06d7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d8ee48716280f5ad1b1c06d7', 'width': 160}], 'name': 'Thaman S', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:2FgHPfRprDaylrSRVf1UlN'}",Thaman S,67,Kalaavathi - Sarkaru Vaari Paata,71,Telugu Romance,Romance,te,1,69.68010580577857,21.31191763185605,44.28000211627307,106.0079323341647
Baguntundhi Nuvvu Navvithe,spotify:track:1eWooUUh7E796VP86o15BN,0.76,0.443,6,-9.128,0.0426,0.504,0.000797,0.0957,0.632,123.959,222581,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ds7YHzRIeaGrAKGPR62fA'}, 'followers': {'href': None, 'total': 55409}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/5ds7YHzRIeaGrAKGPR62fA', 'id': '5ds7YHzRIeaGrAKGPR62fA', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27349ed5816027be7d0db65c1b6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0249ed5816027be7d0db65c1b6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485149ed5816027be7d0db65c1b6', 'width': 64}], 'name': 'Shekar Chandra', 'popularity': 50, 'type': 'artist', 'uri': 'spotify:artist:5ds7YHzRIeaGrAKGPR62fA'}",Shekar Chandra,50,Atithi Devobhava (Original Motion Picture Soundtrack),60,Telugu Romance,Romance,te,0,11.429506951572206,37.225987599059195,14.370372745254832,47.61083799615779
"Ee Raathale (From ""Radhe Shyam"")",spotify:track:50RcuWjfUcoJfWMNegXF0b,0.63,0.528,9,-8.574,0.0311,0.0284,2.63e-06,0.107,0.551,124.0,232763,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AiX12wXdXFoGJ2vk8zBjy'}, 'followers': {'href': None, 'total': 5893260}, 'genres': ['filmi', 'kollywood', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/6AiX12wXdXFoGJ2vk8zBjy', 'id': '6AiX12wXdXFoGJ2vk8zBjy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7249dd34afa1c09e205260f4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747249dd34afa1c09e205260f4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787249dd34afa1c09e205260f4', 'width': 160}], 'name': 'Yuvan Shankar Raja', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:6AiX12wXdXFoGJ2vk8zBjy'}",Yuvan Shankar Raja,70,"Ee Raathale (From ""Radhe Shyam"")",65,Telugu Romance,Romance,te,0,11.304074761265099,37.2465932543575,14.330224525033927,47.550517256893315
Srivalli,spotify:track:2YmXGUx32C3CUEgcAyHcGf,0.82,0.581,4,-5.655,0.0438,0.494,0.0,0.362,0.681,106.965,221000,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5sSzCxHtgL82pYDvx2QyEU'}, 'followers': {'href': None, 'total': 5130584}, 'genres': ['filmi', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/5sSzCxHtgL82pYDvx2QyEU', 'id': '5sSzCxHtgL82pYDvx2QyEU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebae16bbb67ebe5b65d00875b5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ae16bbb67ebe5b65d00875b5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ae16bbb67ebe5b65d00875b5', 'width': 160}], 'name': 'Devi Sri Prasad', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:5sSzCxHtgL82pYDvx2QyEU'}",Devi Sri Prasad,68,Pushpa - The Rise,67,Telugu Romance,Romance,te,2,28.26526303793714,20.2653153961699,3.033985676787775,64.57914574743782
Leharaayi,spotify:track:6DFXFqK5PTGqTzTbdj47uV,0.78,0.608,0,-7.62,0.061,0.245,4.14e-05,0.0947,0.476,91.975,245093,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN'}, 'followers': {'href': None, 'total': 6475671}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/7qjJw7ZM2ekDSahLXPjIlN', 'id': '7qjJw7ZM2ekDSahLXPjIlN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb583f76654d7e8d4b1a9cce7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b583f76654d7e8d4b1a9cce7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b583f76654d7e8d4b1a9cce7', 'width': 160}], 'name': 'Sid Sriram', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:7qjJw7ZM2ekDSahLXPjIlN'}",Sid Sriram,73,Most Eligible Bachelor,61,Telugu Romance,Romance,te,1,43.223930760883654,5.213068056968118,17.843111237510943,79.5536745617546
Guruvaram,spotify:track:6Mams2ZPHqDzPyQD1eM5x0,0.808,0.717,0,-7.768,0.129,0.609,2.42e-06,0.0925,0.821,97.001,216171,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4iA6bUhiZyvRKJf4FNVX39'}, 'followers': {'href': None, 'total': 2232823}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/4iA6bUhiZyvRKJf4FNVX39', 'id': '4iA6bUhiZyvRKJf4FNVX39', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd9861f139278c57ca97f0be', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd9861f139278c57ca97f0be', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd9861f139278c57ca97f0be', 'width': 160}], 'name': 'Vijay Prakash', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:4iA6bUhiZyvRKJf4FNVX39'}",Vijay Prakash,62,Kirrak Party (Original Motion Picture Soundtrack),0,Telugu Romance,Romance,te,1,38.20225106228184,10.241582743042978,12.84145556620205,74.52956152807711
Nee Chitram Choosi,spotify:track:5PsmOImV4eJxcTK8ZxSPJz,0.562,0.516,11,-5.746,0.0266,0.289,0.0,0.136,0.279,133.875,263506,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om'}, 'followers': {'href': None, 'total': 440305}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/6LWyVEIBnx7MoRBhQxu9om', 'id': '6LWyVEIBnx7MoRBhQxu9om', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb439ae2d0bb4ac04b74af8421', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174439ae2d0bb4ac04b74af8421', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178439ae2d0bb4ac04b74af8421', 'width': 160}], 'name': 'Anurag Kulkarni', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:6LWyVEIBnx7MoRBhQxu9om'}",Anurag Kulkarni,62,Love Story,57,Telugu Romance,Romance,te,0,1.8913444914009165,47.12925432201002,24.103558100246392,37.678301572578334
Emannavoo,spotify:track:36ylvIx1fVaM4i5pux7Ea1,0.457,0.542,5,-7.645,0.0575,0.408,0.0,0.127,0.652,109.973,214766,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'followers': {'href': None, 'total': 10117804}, 'genres': ['desi hip hop', 'filmi', 'tamil hip hop'], 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb53defb703e917e62b55ee8ed', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517453defb703e917e62b55ee8ed', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17853defb703e917e62b55ee8ed', 'width': 160}], 'name': 'Anirudh Ravichander', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}",Anirudh Ravichander,80,Nava Manmadhudu (Original Motion Picture Soundtrack),53,Telugu Romance,Romance,te,2,25.22992911458185,23.200328622862163,0.9909377191262703,61.555984781025714
Love Me Again,spotify:track:0aygY9LqK1bCqyKK1bOsio,0.713,0.911,0,-2.741,0.0564,0.0437,5.64e-05,0.107,0.663,123.941,246735,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/66PGnr0hE7ZIcWir6IwitB'}, 'followers': {'href': None, 'total': 177543}, 'genres': ['filmi', 'tamil pop', 'tollywood'], 'href': 'https://api.spotify.com/v1/artists/66PGnr0hE7ZIcWir6IwitB', 'id': '66PGnr0hE7ZIcWir6IwitB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1bd321ac4d233a1a6438589c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741bd321ac4d233a1a6438589c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781bd321ac4d233a1a6438589c', 'width': 160}], 'name': 'Sooraj Santhosh', 'popularity': 54, 'type': 'artist', 'uri': 'spotify:artist:66PGnr0hE7ZIcWir6IwitB'}",Sooraj Santhosh,54,Nannaku Prematho (Original Motion Picture Soundtrack),25,Telugu Romance,Romance,te,0,12.058497583096385,37.45791222070814,14.701039039349242,47.78976534222158
Undipova - Telugu,spotify:track:7d7BpHIZL65AJNi9FUFCme,0.599,0.51,2,-7.519,0.0255,0.487,0.0,0.217,0.524,96.044,231972,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ugSzRux2CJD4YuXJNcxad'}, 'followers': {'href': None, 'total': 24690}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/5ugSzRux2CJD4YuXJNcxad', 'id': '5ugSzRux2CJD4YuXJNcxad', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d320cf65429aa2ba1a5c12a8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d320cf65429aa2ba1a5c12a8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d320cf65429aa2ba1a5c12a8', 'width': 64}], 'name': 'Spoorthi Jithender', 'popularity': 44, 'type': 'artist', 'uri': 'spotify:artist:5ugSzRux2CJD4YuXJNcxad'}",Spoorthi Jithender,44,Savaari,54,Telugu Romance,Romance,te,1,39.15405409619975,9.270853814144132,13.77642803169504,75.48378971537734
"Pillaa Raa - From ""RX 100""",spotify:track:6xSuenHgNaeQDRiHr8qKpm,0.411,0.654,9,-5.458,0.15,0.606,1.01e-05,0.175,0.57,62.065,237581,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7uc8AizyyDG8ujFdTxZ7q5'}, 'followers': {'href': None, 'total': 4461}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/7uc8AizyyDG8ujFdTxZ7q5', 'id': '7uc8AizyyDG8ujFdTxZ7q5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebeb9477537f0ac8411f1099b9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174eb9477537f0ac8411f1099b9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178eb9477537f0ac8411f1099b9', 'width': 160}], 'name': 'Chaitan Bharadwaj', 'popularity': 36, 'type': 'artist', 'uri': 'spotify:artist:7uc8AizyyDG8ujFdTxZ7q5'}",Chaitan Bharadwaj,36,"Pillaa Raa (From ""RX 100"")",0,Telugu Romance,Romance,te,1,73.14785694253682,24.786024762325045,47.748185901804945,109.47446192967527
Poolane Kunukeyamantaa,spotify:track:4ZXsuOSu0vWtWMfmf1Gl3j,0.72,0.84,2,-5.049,0.042,0.591,1.46e-06,0.15,0.68,85.995,308107,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,I - Manoharudu (Original Motion Picture Soundtrack),55,Telugu Romance,Romance,te,1,49.241345786474774,2.4794784476237623,23.86037080806711,85.55743300201789
Chitti,spotify:track:6PQpG2HlVxuR6GwwWQX7XM,0.572,0.679,7,-7.239,0.536,0.246,0.0,0.0835,0.838,208.196,184128,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4A2XSc4OJjuPY4l6NjnrDj'}, 'followers': {'href': None, 'total': 103208}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/4A2XSc4OJjuPY4l6NjnrDj', 'id': '4A2XSc4OJjuPY4l6NjnrDj', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d4f893fa639b6ae966557a89', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d4f893fa639b6ae966557a89', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d4f893fa639b6ae966557a89', 'width': 64}], 'name': 'Ram Miriyala', 'popularity': 58, 'type': 'artist', 'uri': 'spotify:artist:4A2XSc4OJjuPY4l6NjnrDj'}",Ram Miriyala,58,Jathi Ratnalu,45,Telugu Romance,Romance,te,3,73.00366739193025,121.42238611029796,98.4042813790175,36.67368253531236
Kanne Kanne,spotify:track:1xkeK8WR55UkcVAW7wFaxY,0.568,0.597,10,-6.579,0.0449,0.346,0.0,0.129,0.356,173.936,290807,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om'}, 'followers': {'href': None, 'total': 440305}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/6LWyVEIBnx7MoRBhQxu9om', 'id': '6LWyVEIBnx7MoRBhQxu9om', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb439ae2d0bb4ac04b74af8421', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174439ae2d0bb4ac04b74af8421', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178439ae2d0bb4ac04b74af8421', 'width': 160}], 'name': 'Anurag Kulkarni', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:6LWyVEIBnx7MoRBhQxu9om'}",Anurag Kulkarni,62,Arjun Suravaram,52,Telugu Romance,Romance,te,3,38.74504144569126,87.1647895098083,64.1422555806026,2.4807432968303833
Bujji Bangaram,spotify:track:1Y5lew9Z79LKXNLO4vEeHe,0.67,0.642,3,-8.276,0.129,0.592,2.28e-06,0.15,0.88,119.794,208447,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4kq8z3vydHjPDggxb16ErB'}, 'followers': {'href': None, 'total': 143725}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/4kq8z3vydHjPDggxb16ErB', 'id': '4kq8z3vydHjPDggxb16ErB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdb218cfba82c73c8392cd82b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174db218cfba82c73c8392cd82b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178db218cfba82c73c8392cd82b', 'width': 160}], 'name': 'Nakash Aziz', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:4kq8z3vydHjPDggxb16ErB'}",Nakash Aziz,62,Guna 369,49,Telugu Romance,Romance,te,2,15.453915618999803,33.03339071769968,10.126821309025713,51.74685749964729
Ay Pilla - Telugu,spotify:track:5nVFeACm96rucybpDAjfK5,0.504,0.554,1,-12.085,0.0356,0.347,1.36e-05,0.0963,0.386,140.005,253773,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1QvyquqkuuwUzdszyoKIy4'}, 'followers': {'href': None, 'total': 1208338}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/1QvyquqkuuwUzdszyoKIy4', 'id': '1QvyquqkuuwUzdszyoKIy4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc6d13b5ee303dfd238a8c496', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c6d13b5ee303dfd238a8c496', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c6d13b5ee303dfd238a8c496', 'width': 160}], 'name': 'Haricharan', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:1QvyquqkuuwUzdszyoKIy4'}",Haricharan,64,Love Story,58,Telugu Romance,Romance,te,0,6.9677447676589255,53.43792340117707,30.684260306553302,31.910030106935178
Kannuladha - The Kiss of Love,spotify:track:1vnDu8pbmwz88G6RDugerQ,0.592,0.548,8,-6.483,0.0282,0.436,1.59e-05,0.296,0.583,109.946,206253,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O'}, 'followers': {'href': None, 'total': 10117804}, 'genres': ['desi hip hop', 'filmi', 'tamil hip hop'], 'href': 'https://api.spotify.com/v1/artists/4zCH9qm4R2DADamUHMCa6O', 'id': '4zCH9qm4R2DADamUHMCa6O', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb53defb703e917e62b55ee8ed', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517453defb703e917e62b55ee8ed', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17853defb703e917e62b55ee8ed', 'width': 160}], 'name': 'Anirudh Ravichander', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:4zCH9qm4R2DADamUHMCa6O'}",Anirudh Ravichander,80,3 (Original Motion Picture Soundtrack),58,Telugu Romance,Romance,te,2,25.25557744403186,23.188441052250795,0.3615308855593121,61.58405841551656
Po Pove Yekantham,spotify:track:46ZWVfAlTic02K5deefyDu,0.443,0.574,3,-8.146,0.0275,0.375,0.0,0.0792,0.455,145.011,221236,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5DxwUWyGp1uejyE80iJcn0'}, 'followers': {'href': None, 'total': 284586}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/5DxwUWyGp1uejyE80iJcn0', 'id': '5DxwUWyGp1uejyE80iJcn0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd524a16fa2ee73856511c09b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d524a16fa2ee73856511c09b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d524a16fa2ee73856511c09b', 'width': 160}], 'name': 'Dhanunjay Seepana', 'popularity': 46, 'type': 'artist', 'uri': 'spotify:artist:5DxwUWyGp1uejyE80iJcn0'}",Dhanunjay Seepana,46,Raghuvaran B.Tech (Original Motion Picture Soundtrack),0,Telugu Romance,Romance,te,0,9.880841506454654,58.24125991704159,35.24672068304294,26.535766747983665
Kallumoosi,spotify:track:55uVx1s7InHUFdyw3iDJny,0.854,0.537,2,-7.898,0.0554,0.337,9e-05,0.0649,0.585,103.004,217873,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/086LQYImDS05jNyttLA3V2'}, 'followers': {'href': None, 'total': 184}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/086LQYImDS05jNyttLA3V2', 'id': '086LQYImDS05jNyttLA3V2', 'images': [], 'name': 'Suchit Suresan', 'popularity': 34, 'type': 'artist', 'uri': 'spotify:artist:086LQYImDS05jNyttLA3V2'}",Suchit Suresan,34,Majnu,54,Telugu Romance,Romance,te,2,32.202683885467124,16.239971761691354,6.894669210253792,68.52778539524834
"Koppamga Koppamga - From ""Mr. Majnu""",spotify:track:0Z3zGNsygprNlSMAX6vAvc,0.78,0.68,1,-3.939,0.0279,0.33,2.85e-05,0.0677,0.486,101.021,274158,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2FgHPfRprDaylrSRVf1UlN'}, 'followers': {'href': None, 'total': 3960733}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/2FgHPfRprDaylrSRVf1UlN', 'id': '2FgHPfRprDaylrSRVf1UlN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd8ee48716280f5ad1b1c06d7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d8ee48716280f5ad1b1c06d7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d8ee48716280f5ad1b1c06d7', 'width': 160}], 'name': 'Thaman S', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:2FgHPfRprDaylrSRVf1UlN'}",Thaman S,67,Mr. Majnu (Original Motion Picture Soundtrack),52,Telugu Romance,Romance,te,2,34.31553241818147,14.65726084221922,9.205852903161217,70.57804518866268
Nee Kannu Neeli Samudram - Telugu,spotify:track:1C9SYGI40nNYh98gN87Fwr,0.809,0.665,5,-5.495,0.036,0.469,1.08e-05,0.153,0.959,140.96,312375,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4W91bbPB2CTSsHwt7eqNl7'}, 'followers': {'href': None, 'total': 4365707}, 'genres': ['desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/4W91bbPB2CTSsHwt7eqNl7', 'id': '4W91bbPB2CTSsHwt7eqNl7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9327a492ed915d521248aefa', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749327a492ed915d521248aefa', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789327a492ed915d521248aefa', 'width': 160}], 'name': 'Javed Ali', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:4W91bbPB2CTSsHwt7eqNl7'}",Javed Ali,67,Uppena,56,Telugu Romance,Romance,te,0,5.986913318042663,54.21980792485599,31.19220546041634,30.614126675330272
"Choosi Chudangane - From ""Chalo""",spotify:track:1Tf3RCP9Gs6CghGHeM3I7h,0.634,0.69,0,-7.159,0.0386,0.347,0.0,0.225,0.405,123.023,202111,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om'}, 'followers': {'href': None, 'total': 440305}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/6LWyVEIBnx7MoRBhQxu9om', 'id': '6LWyVEIBnx7MoRBhQxu9om', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb439ae2d0bb4ac04b74af8421', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174439ae2d0bb4ac04b74af8421', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178439ae2d0bb4ac04b74af8421', 'width': 160}], 'name': 'Anurag Kulkarni', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:6LWyVEIBnx7MoRBhQxu9om'}",Anurag Kulkarni,62,"Choosi Chudangane (From ""Chalo"")",0,Telugu Romance,Romance,te,0,12.173483061424617,36.249011679714506,13.237207688478994,48.503955180003395
Nuvvunte Naa Jathagaa,spotify:track:5dG3KI5rIUwiUQNNr3Y1to,0.45,0.686,0,-4.111,0.0361,0.126,0.0,0.147,0.208,78.973,352613,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,I - Manoharudu (Original Motion Picture Soundtrack),58,Telugu Romance,Romance,te,1,56.30067969721967,8.472667145301735,30.93644762385166,92.60375593532478
